"name","boat_type","length","double_cabins","wc"
"Panayia",1,11.82,3,2
"Pancho",1,14.85,5,3
"Pandeia",1,13.25,4,2
"PAIN KILLER",2,13.96,4,4
"Pan di Zucchero",1,15.60,4,3
"MINOAS",1,15.40,5,3
"Mipian",1,12.35,3,2
"Pandora",1,15.60,5,3
"Pegasos",4,11.80,2,1
"Minoas",1,15.40,3,3
"Minidora",1,12.85,3,2
"Mira",1,13.34,4,2
"MIRA",1,11.40,3,1
"Mirakul",1,11.55,3,1
"MIRANDA",1,11.20,3,1
"Panonia",1,10.34,3,1
"Panopaea",1,12.17,3,2
"Okeanida",1,12.35,3,2
"Pantarhei",2,14.95,4,4
"Mirta",1,15.07,4,4
"Mississippi",1,15.10,4,3
"PANTA RHEI",2,12.00,4,4
"Pantelisa",1,13.25,4,2
"MISS YOU",2,13.10,4,4
"M & M",2,11.97,4,2
"Moorings 5800 - Club",,17.68,5,5
"Moorings 5800 Crewed",,17.68,5,5
"Mojito",1,11.50,3,1
"Paola",1,11.77,3,2
"Perpetual M'Ocean",1,12.34,2,2
"Mondo",1,11.55,3,1
"Mojito",1,11.86,3,1
"MOLENE",1,14.39,4,2
"Papagena",1,14.09,3,2
"MODERNISTIC LADY",1,11.47,3,1
"MOJITO",1,9.45,2,1
"MOK MOK",1,11.55,3,1
"Paraiba",1,15.62,4,3
"PARANA",2,15.54,5,5
"MON AMI",1,11.47,3,1
"Paris",1,14.40,4,2
"PARIS",2,13.10,4,4
"Moorings 45.3 - Exclusive",1,13.72,3,3
"PARMENIDE",2,12.20,4,4
"Moorings 45.3 - Exclusive",1,13.72,3,3
"Moorings 45.4 - Club",1,13.72,4,2
"Moorings 45.4 - Club",1,13.72,4,2
"MONIKA",1,15.60,5,3
"Moorings 3900 - Club",2,11.89,3,2
"Moorings 3900 - Club",2,11.89,4,2
"Moorings 3900 - Club",2,11.89,3,2
"Pasithea",1,13.34,4,2
"Paulina",4,10.00,3,2
"MONTEVERDI",2,12.60,4,2
"MONTLOUIS",1,14.60,4,3
"Moondance 1",1,13.15,2,2
"Passion",1,10.83,2,1
"MOONLIGHT",1,12.55,3,1
"Moonspirit",1,13.05,4,2
"Moorings 3900 - Club",2,11.89,4,2
"Moorings 37.2 - Club",1,11.28,2,1
"Moorings 37.2 - Exclusive",1,11.28,2,1
"Moorings 382 - Excl Plus",,12.19,2,1
"Patch Work",2,12.61,4,4
"Moorings 3900 - Club",2,11.89,4,2
"Moorings 43.3 - Club",1,13.11,3,3
"Moorings 434PC-Exclusive",2,13.11,4,2
"Moorings 4800 - Club",2,14.63,4,4
"Moorings 4800 - Crewed",2,14.63,4,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Paula",4,10.15,2,2
"Moorings 4800 - Excl Plus",2,14.63,4,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Moorings 4800 - Crewed",2,14.63,4,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Pearl",1,16.70,5,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Moorings 4800 - Exclusive",2,14.63,4,4
"Moorings 48.4 - Excl Plus",1,14.63,4,4
"Moorings 48.4 - Excl",1,14.60,4,4
"Moorings 48.4 - Excl Plus",1,14.63,4,4
"Moorings 50.5 - Club",1,15.24,5,5
"Moorings 514PC-Excl",2,15.24,4,5
"Moorings Crewed 4600",2,14.02,4,5
"Moorings Crewed 4600",2,14.12,4,5
"Moorings Crewed 4600",2,14.02,4,5
"More",1,10.75,3,1
"MOVI",2,13.61,6,4
"MORENA",2,13.61,4,4
"Moulin Rouge",1,12.20,3,1
"Pelias",1,11.99,3,1
"Ms. Robinson",1,16.70,6,3
"MUSCADE",2,11.00,3,1
"Pen Chai",2,11.90,4,2
"Pendragon",1,9.60,2,1
"Muscat",2,11.74,4,2
"Musto",3,21.77,5,5
"MUSULA",4,10.00,3,2
"My Dream",4,8.30,1,1
"Penny",1,15.62,4,3
"MY OBSESSION",2,11.74,3,2
"9 Muses",1,10.35,3,1
"NAUTITECH OPEN 40",2,11.98,4,1
"My One",2,15.84,4,5
"My Princess",2,11.50,4,2
"Myron",1,14.51,4,2
"Peppa",1,16.06,5,3
"Peppina",4,10.60,2,1
"Perdika",1,11.47,3,1
"Nadine",1,15.07,4,4
"PLATON 2",1,12.13,3,2
"Perfect Life",3,20.00,2,3
"Mystral",1,15.38,4,3
"Plavac mali",1,13.95,4,2
"Nala",2,13.96,6,4
"Namaste",1,12.74,3,2
"Nautilus",1,10.50,2,1
"NAUTITECH 442",2,13.47,4,1
"NAUTILUST",1,12.38,3,2
"Perseo",1,12.00,3,2
"Nasa",1,12.13,3,1
"Perseus",1,14.40,4,3
"Pondoro",1,12.17,3,2
"Nausicaa",1,11.95,3,2
"Nautilius",3,38.31,5,5
"Twixie",2,11.50,6,2
"Perun",1,12.35,3,2
"Naysika",1,10.66,3,1
"PESSAC",1,14.60,4,3
"Nemo",2,13.61,4,4
"Petar Pan",1,9.60,2,1
"Nemesis",1,12.60,3,2
"Nepa",1,11.40,3,1
"Nereide",1,12.00,3,2
"Nereide",1,13.10,2,2
"Nereide",1,11.95,3,2
"Phantom",1,13.85,4,2
"NEW",2,11.93,4,3
"Phare",1,12.14,3,2
"Pharos",1,11.82,3,2
"Phazan",1,13.52,4,2
"Sunsail 41/3/2",1,12.19,3,2
"ANDARO",2,11.90,4,4
"VASILIKI",2,11.98,4,4
"Heron",2,12.80,4,4
"JN",1,13.85,4,2
"Philotes",1,15.10,6,4
"Nuk",1,15.38,4,3
"Oceanis 311/2",1,9.45,2,1
"no name",4,5.55,1,0
"PHÖNIX",1,11.23,3,3
"Pia",1,11.55,3,1
"Pia",1,11.21,3,1
"Nicholas P",1,12.00,3,2
"Picasso Cruising",1,12.35,3,2
"Piccola",1,9.60,2,1
"NEWTON",2,18.12,6,6
"Niagara",1,13.05,4,2
"PICO",1,15.88,3,3
"ESPET",4,7.50,1,0
"Nial",1,14.40,4,2
"LITTLE PINK",1,16.70,5,4
"Pika II - BT",1,15.10,4,3
"Nihal",1,12.90,3,2
"Pimalai",1,10.34,2,1
"Nika 2",1,13.95,4,2
"Pinotage",1,15.60,5,3
"Nina",1,12.29,3,2
"Purfina",1,14.43,3,2
"NIRVANA",2,13.96,4,4
"NIRVANA",4,23.94,4,3
"Anabella",2,13.96,4,4
"LUCE",1,11.25,3,2
"Pingala - BT",1,13.90,3,2
"Pinotage",1,15.55,4,3
"Leon",1,12.35,3,2
"Pinta",1,12.13,3,1
"Helena",1,11.30,2,1
"Pinta",1,14.05,4,4
"NN1-More Blue",1,12.37,3,2
"NN2",1,12.35,3,2
"Pinta",1,15.62,6,4
"PINTA",1,14.39,3,2
"Pipo",1,14.00,3,1
"Piri Reis II",1,13.95,3,2
"PISCIS",4,13.99,2,2
"Pixie Dixie",2,13.30,4,4
"NN9",1,12.35,3,2
"Ondine",1,15.75,4,3
"Pižulot",1,13.76,4,2
"Platon 2",1,11.99,3,2
"PLAYLIST",2,15.24,5,5
"no name",4,6.99,1,1
"Pleasure",1,10.45,2,1
"PLEIADES",2,15.24,5,5
"Pluton Planet",1,9.96,2,1
"Moon n Star",1,13.26,3,3
"Pearl",2,11.73,4,2
"no name",4,6.35,1,1
"no name",2,11.73,3,3
"Polaris",1,11.47,3,1
"ALCESTE",2,13.60,4,4
"Polaris",1,11.40,2,1
"POLLUCE",1,13.21,4,2
"Pollux I",1,11.99,3,1
"Julia",1,12.35,3,2
"4Play",1,12.43,3,2
"Oceanis 343/3/1",1,10.36,3,1
"Pontos",1,12.64,3,3
"PORIN",1,15.38,4,3
"Porto",1,12.50,3,2
"Resa II",1,9.66,2,1
"Portugizac",1,15.40,5,3
"Pota Pota",1,15.60,5,3
"Poseidonia",1,11.99,3,2
"POULOUSSE",1,14.60,3,2
"Pourquoi pas",1,11.30,2,1
"Oceanis 35 Cruiser-2",1,9.99,3,1
"Power 474-Club",,14.33,4,5
"Power 474-Club",,14.33,4,5
"Power 474-Club",,14.33,4,5
"Praha",1,12.85,3,2
"Prairee Cat",2,11.46,4,2
"Oceanis 35 Cruiser-1",1,9.99,3,1
"Praslin",1,13.99,4,2
"Denebola I",1,11.25,3,2
"PRESIDENT",1,32.00,20,21
"Presto I",1,14.27,4,3
"Presto R",1,13.76,4,2
"Priamos",1,14.27,4,3
"PAGANINI",1,11.15,3,2
"Prggino II - BT",1,13.50,3,2
"Oceanis 393/3/2",,12.19,3,2
"Oceanis 393/3/2",,12.19,3,2
"Oceanis 393/3/2",,12.19,3,2
"Achemar",1,12.43,3,2
"IOS",1,12.60,4,2
"Prima",1,10.66,2,1
"Prima",1,11.20,3,1
"O423-1",1,13.09,3,2
"Oceanis 430/4/2",,0.00,4,2
"Oceanis 430/4/2",,0.00,4,2
"OCEANIS 48 - Prem Plus",1,14.63,5,3
"OCEANIS 48 - Prem Plus",1,14.63,5,3
"Ioli",1,12.35,3,2
"Oceanis 430/4/2",,0.00,4,2
"OCEANIS 48 - Premier",1,14.63,5,3
"Oceanis 430/4/2",,0.00,4,2
"Oceanis 473/3/2",1,14.33,3,2
"OCEANIS 48 - Premier",1,14.63,5,3
"OCEANIS 48 - Premier",1,14.63,5,3
"Oceans Blue",2,12.00,4,4
"Ocellot blue",1,12.38,3,2
"Rubin",1,14.15,4,4
"Ocean Blue",1,12.15,3,2
"PROFILO 2.0",1,13.99,3,2
"RUBY",1,11.52,2,1
"Okeanis",1,12.99,3,2
"Okey Dokey",1,13.40,3,2
"Pros",1,20.60,5,3
"Offshore",1,11.29,3,1
"Sa Barca",1,11.90,3,1
"Pruel",1,13.10,4,2
"OKA",1,11.30,3,1
"Psyche",1,10.85,2,1
"Opal II",1,12.35,3,2
"Punch",1,11.50,3,1
"Punch",1,10.10,2,1
"Punch Coco",2,13.47,4,4
"Punta",1,13.40,3,2
"Punta II",4,13.98,2,2
"Neja",4,12.01,3,2
"Eulimene",1,12.76,3,2
"Onyx",1,10.34,3,1
"Only Blue",2,13.96,4,4
"Opera Prima",2,13.96,6,4
"Pura Vida",1,13.90,4,2
"ORANGE MILLA",1,9.99,2,1
"ORANGE ODYSSEE",1,10.40,3,1
"PYGMALION",1,13.95,3,2
"ORANGE SPEEDY",4,13.83,3,2
"Pyrrha",1,13.50,4,2
"PYTHAGORAS",1,14.05,4,4
"Orion",1,12.60,3,3
"Orsula",1,12.00,3,1
"P-Ν",1,13.30,4,2
"ORFF",1,12.86,3,2
"Queen",1,12.00,3,2
"Queen Ann",1,13.11,4,2
"Queen II",1,16.00,4,4
"Ostraco",1,14.73,4,4
"Pape",1,10.28,3,1
"Queen Mary",1,14.27,4,3
"Oscar Time",1,13.25,4,2
"OSEJAVA",1,14.15,4,2
"Queen Rania",1,15.40,5,3
"Quintessa",1,12.35,3,2
"OTELLO",2,15.84,5,6
"Outta Space",2,12.98,4,4
"Ra",2,11.98,4,2
"Ouketai",1,12.35,3,1
"OUTREMER 55",2,15.60,4,1
"Sans Souci",1,15.00,4,4
"PARTENOPE",4,5.50,0,1
"Pa'",1,13.65,4,2
"RAPALA",2,11.98,4,4
"Rapa nui",1,12.35,3,2
"Paradise",2,16.30,4,5
"PARALEL",1,10.01,2,1
"Paris",1,15.40,5,3
"Rea",1,11.20,3,1
"Rebecca",1,15.40,5,3
"""Rebecca""",1,10.34,2,1
"Papillon",1,11.95,3,2
"PAR EXCELLENCE",1,11.47,3,1
"Pato Lucas - Tenerife",1,12.64,4,3
"Papalina",1,15.62,4,3
"Papaya",1,11.98,3,2
"PAPAYOU",1,10.96,3,1
"Rebeka",1,13.40,4,2
"Reggae",1,12.38,3,2
"Reggina",1,14.27,4,3
"Regulus",1,11.25,3,1
"Reina Del Mar",1,13.85,4,2
"Paris",1,10.75,3,1
"Paso Doble",1,15.40,5,3
"Passao",1,9.96,2,1
"Rigel",1,15.40,5,3
"RelaX",1,10.31,2,1
"RELAX",1,16.70,6,4
"Relax Point",1,11.55,3,2
"RENDEZVOUS",2,13.26,3,3
"Scooby",1,6.60,1,1
"PASSION",2,11.50,4,2
"RENOIR",1,12.86,3,2
"RESPIRE",1,16.16,3,3
"REVE 2 MER",2,18.90,4,4
"Revenge",1,10.75,3,1
"Rhaia",1,11.99,3,2
"Patroklos",1,14.27,4,3
"RIENZI",1,15.59,3,3
"RIO",1,11.90,3,2
"RINALDO",2,13.60,4,4
"Rita",1,12.00,3,2
"Seafree",1,14.30,3,2
"Ro 330",1,9.00,2,1
"Perseus",1,13.95,3,2
"Roberta",1,13.34,3,2
"Rocket",1,10.98,2,1
"Manna",1,15.62,4,3
"ROMA",2,13.60,4,4
"ROMANA II",1,15.40,5,3
"ROMANA III",1,14.85,6,2
"ROMANA IV",1,14.40,4,3
"ROMEO",1,14.68,3,2
"Romsto",4,17.51,3,2
"Rosalba",2,11.50,4,2
"Rough Boy",2,14.30,4,4
"RUBENS",1,15.10,4,2
"RUBINSTEIN",1,15.88,3,3
"Ruža FB",1,11.23,3,2
"Platin",2,11.60,4,2
"Polaris",1,11.47,3,1
"Rutilicus",1,15.60,5,3
"Playmaker",1,13.10,4,2
"Safe&Sound",4,11.37,0,1
"Saffron",1,14.27,4,3
"Poco Loco",2,13.61,4,4
"Pomerol",1,15.40,5,3
"Sailitalia 39 - Excl Plus",,12.19,3,2
"Sailitalia 39 - Excl Plus",,12.19,3,2
"Sail la vie",1,14.51,3,2
"Polaris",1,10.71,3,1
"Sail la vie",1,13.10,3,2
"Sail La Vie",1,14.51,4,2
"Sailtours",1,11.30,3,1
"SAINT AMOUR",2,13.96,4,4
"SAINT BERT",1,13.94,3,2
"Sainte-Reine II",1,10.81,3,1
"Power 474-Club",,14.33,4,5
"Poseidon",1,12.99,3,2
"SAKATIA",1,14.39,4,2
"Poseidon",1,13.09,4,3
"Pošip",1,12.99,3,2
"SALOME",2,13.96,4,4
"Shedir",1,14.09,4,2
"Pravda",1,11.10,3,1
"Samanta",1,15.00,4,3
"Prince Folegandros",1,11.23,3,2
"Samba",1,12.00,3,2
"SAMBA",1,10.34,2,1
"SAMBA",2,13.10,4,4
"PROJECT STEEL",4,0.00,5,5
"SAMBA",2,13.10,4,4
"Principessa Alice",2,13.61,4,4
"Privilege",1,11.07,2,1
"Samsara",2,11.97,3,3
"Samsara",1,11.20,3,1
"Rainbow",1,15.85,4,4
"MARGALANTE",2,12.61,4,4
"Ragazza",1,11.20,3,1
"SANCERRE",2,15.70,4,4
"San Diego 63",1,12.46,3,1
"Sirius",1,11.10,3,1
"Rafaella K",2,13.61,4,4
"SANDOKAN",1,10.75,2,1
"Sandy Ann",1,12.16,3,2
"Rainbow Hunter",1,12.99,3,2
"Racemaker",1,9.00,1,1
"Rainmaker",1,9.78,2,1
"Ramnous",1,15.60,5,3
"Rapido",2,11.98,4,2
"San Francisco",4,7.23,1,1
"Sanja",1,16.75,5,5
"Sanja III",1,13.95,3,2
"Rawa",1,16.75,5,3
"Zebra",4,21.50,2,3
"RENDEZVOUS",2,11.98,4,2
"San Rioja",1,14.73,4,4
"Red Erik 5",1,16.20,3,3
"Red Passion",1,11.87,3,2
"SANTA CRUZ",2,12.60,4,2
"Roko",1,10.98,3,1
"Relight",1,15.90,3,3
"Sanverda",2,12.37,4,4
"Sanya",1,14.40,4,3
"REVERA",1,11.20,3,1
"Rhea",1,13.10,3,2
"Rhue",1,13.52,3,2
"RHUM COCO",1,11.40,3,1
"Rib no name",4,5.50,0,1
"SaPhiSo I",1,15.62,4,3
"SAPOTILLE",2,11.90,4,2
"Rinia",1,15.62,4,3
"Sunsail 404 - Premier",2,12.19,4,2
"MANON LESCAUT",1,13.50,4,2
"Sabik",1,11.95,3,2
"Romeo",1,10.60,3,1
"Sunsail 404 - Premier",2,12.19,4,2
"Sara R (sails changed 2014)",1,11.77,3,2
"Rozerina",1,14.40,4,3
"Sardinias",1,12.35,3,2
"Ruby",2,11.98,4,4
"Sarif",1,13.80,1,2
"Rum Runner",1,11.92,3,2
"Ruticulus",1,15.50,5,3
"Rubato",1,12.35,3,2
"Rufus",1,13.70,4,2
"Satchmo",1,10.75,3,1
"Saturn Planet",2,11.55,4,2
"SAUTERNES",1,12.34,3,2
"Sauvignon Blanc",1,16.75,5,4
"Sahara",1,11.82,3,2
"sails 2014",1,10.45,2,1
"Saint Martin 61",1,12.46,3,1
"Saita",1,14.15,4,2
"Saluka",4,12.21,2,1
"Scorpio II",2,13.10,4,4
"SAINT EMILION",1,12.34,3,2
"SALAKO",2,11.89,4,2
"Scary Mary",1,11.35,3,1
"Scazzupola",1,13.26,3,2
"Megi",4,6.40,1,1
"Sake",1,12.35,3,2
"Salina III",2,14.30,4,4
"Snowdog",2,14.00,4,4
"Schn",1,10.71,3,1
"Santa Maria",1,12.99,3,2
"Santorini",1,13.67,4,2
"PARTENOPE",1,15.38,4,3
"Schnecke",1,11.10,2,1
"Schwerelos",1,13.99,4,2
"SCOOBY",1,14.85,4,3
"Sofia",1,10.28,3,1
"Samoa",1,13.50,4,2
"San Blas",2,12.00,4,2
"Sapfo",1,15.40,3,3
"Sea Kiss",1,12.90,3,2
"SaPhiSo II",1,13.10,4,2
"Profondoblu",4,13.90,3,2
"Seal",2,12.00,4,4
"Sea Lion",1,12.38,3,2
"Sapphire",1,10.34,3,1
"Sofia VI",2,12.61,4,5
"SCANDOLA",2,12.37,4,2
"Sargas",1,13.90,4,2
"Sea Melody",1,14.27,4,3
"Seamone",2,12.00,4,2
"Sea Party",1,13.10,3,2
"Sea Pearl",1,10.28,2,1
"Solo I",4,14.60,3,2
"Sea Flower",1,16.75,4,4
"Sea Melody",1,14.27,4,3
"Scorpion V",3,20.00,5,5
"Scottish Mist",1,13.40,3,2
"Seral Dos",1,13.10,3,2
"LA WALKYRIE",2,12.58,4,2
"PROFILO 2.0",1,13.99,3,2
"SEASCAPE",1,12.38,3,2
"Sea Señor ! Crew Catamaran Bali",2,11.93,4,3
"SEAFARER I",2,11.55,4,2
"Sea Star",1,13.72,3,2
"Sea Ray 295 SLX",4,9.60,0,1
"SEA STAR",1,17.37,4,5
"SEA STAR I",1,17.37,4,5
"SEAS THE DAY",2,13.96,3,3
"South Kiss",1,14.05,4,4
"SEA U",1,13.75,3,2
"Seaway",1,13.95,4,2
"Seaways 38",1,11.50,3,1
"Sea us go",4,9.60,2,1
"SEA YOU",1,15.50,5,3
"SEA YOU",1,15.50,3,3
"SEDNA",1,11.10,3,1
"Seeteufel",1,14.20,3,2
"SEINE",2,15.70,4,4
"Seirios",1,10.35,2,1
"Sunsail 404 - Premier",2,12.19,4,2
"Senso",2,17.07,4,4
"Senza Confini",1,13.09,3,3
"Senza Dubbi",1,9.72,2,1
"Senza Regole",1,16.70,5,4
"Senza Scrupoli",1,15.62,5,3
"Senza segreti",1,15.62,6,3
"Serena",1,11.47,3,1
"Senza veli",1,13.10,3,2
"SERENA",2,13.61,4,4
"Shearwater",1,10.45,2,1
"Serenity",,13.68,3,2
"SERENITY",1,12.99,3,2
"SERIFOS",1,14.60,4,3
"Sessa S26",4,7.65,1,1
"S379-1",1,11.48,3,1
"Seven Spirit",1,14.98,4,4
"SEVILLA",2,11.55,4,2
"Seyma Kaptan OL",3,27.00,5,5
"SG1",2,12.61,4,5
"SG2",1,15.62,5,4
"Shanghai",2,12.00,4,2
"Shangri-la",1,11.99,3,2
"Shangri La",1,14.27,4,3
"Sharel",1,14.60,5,3
"SHEARWATER",2,10.79,2,1
"Shedir",1,14.51,3,2
"Shiba",1,15.60,3,3
"FALSTAFF",1,14.05,4,4
"SHOW TIME",1,13.85,4,2
"Skiron",1,14.60,5,3
"Sibari II",4,25.00,4,5
"Siberia",1,10.34,3,1
"Sibila",1,11.40,3,1
"Sibyl",1,12.38,3,2
"Sicily",1,13.67,4,2
"Promitheas",1,14.40,4,2
"Sidd",2,13.96,3,3
"Sidit",1,13.52,4,2
"Jackpot",1,13.85,3,2
"Sidney 66",1,12.46,3,1
"Sierra",1,10.60,3,1
"Skyfall",1,13.85,4,2
"SIFNOS 37.1",1,11.47,3,1
"SIFNOS 37.2",1,11.47,3,1
"HAIR",1,13.34,3,2
"SIFNOS 37.3",1,11.47,3,1
"SIFNOS 43.2",1,13.10,4,2
"SIFNOS 46.1",1,14.51,4,2
"SIFNOS 50.2",1,15.10,4,4
"SIFNOS 50.3",1,15.10,4,4
"SIFNOS 50.4",1,15.10,4,4
"Silba",4,10.00,3,1
"SILBA",2,11.98,3,3
"SO 50 DS",1,14.75,3,1
"Silba I",1,13.52,4,2
"Sileb",1,11.40,3,1
"Silente",1,11.90,3,2
"SILENTE",1,11.90,3,2
"SILK PANTS",2,11.98,4,2
"Silly Jilly",1,11.35,3,1
"Silly Shark",1,13.10,3,2
"Silvanac",1,14.40,4,2
"Solea",2,15.84,5,5
"SilverStar I",2,11.55,4,4
"Silver Star II",2,12.61,4,4
"Sinbad 2",1,13.85,4,2
"Speedy",1,6.34,1,1
"Single malt",1,7.60,1,1
"Sinica",1,10.28,3,1
"SIRENA",1,15.40,4,3
"Sirius",1,15.40,3,3
"Sirius",3,26.00,5,5
"Sunsail 404 - Premier",2,12.19,4,2
"Ruta",1,9.85,2,1
"SITA",1,11.32,3,1
"Sunsail 384/4/2",2,11.43,4,2
"Šjor",1,12.29,3,1
"Skalice - BT",1,13.39,3,2
"Skiros",1,10.53,3,1
"Skitnica",4,13.50,2,2
"SKOPELOS",1,14.20,4,2
"SKYROS",1,14.50,2,2
"Skyfall",1,15.59,5,3
"Skyfall",1,14.95,3,3
"Skyfall",4,14.30,3,2
"Sky Kiss",1,15.38,5,3
"Skylla",1,13.65,4,2
"Slava",1,12.35,3,2
"Slavonka",1,16.75,3,4
"SMARAGDA",1,11.47,3,1
"SMARAGDA",1,11.47,3,1
"smile",1,12.17,3,2
"SMILE",1,15.40,5,3
"Smile Storm",1,11.40,3,1
"Smiling Day",1,13.72,3,2
"Smilla",1,10.90,3,1
"Snow Leopard",2,11.61,4,2
"Kristina",1,13.34,4,2
"SO449-1",1,13.34,4,2
"PROMETHEE 1",1,13.74,3,2
"Sofia",1,14.40,4,2
"Bianca",1,15.75,5,3
"Azzurra",1,14.33,4,4
"Soleanis",2,15.24,4,4
"Soleanis DREAMCAT",2,15.54,4,4
"Sole di l'Alba",1,9.50,2,1
"Sonata",1,13.34,4,2
"Solvieg",1,14.20,4,3
"Son de Mar",1,12.34,3,1
"SONI",1,9.60,2,1
"Sonia",1,9.99,2,1
"Sonia",1,14.15,4,4
"Sunsail 47/4/4 Prem",1,14.33,4,4
"Sophia",4,10.80,2,2
"Sophia",1,9.76,2,1
"Sunsail 404 - Premier",2,12.19,4,2
"Sunsail 47/4/4 Prem Plus",1,14.05,4,4
"Sunsail 47/4/4 Prem Plus",1,14.33,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Sophia",1,15.40,5,3
"Sunsail 47/4/4 Prem Plus",1,14.05,4,4
"SOPHIA",1,14.27,4,3
"Sunsail 51/4/4",1,15.24,4,4
"Sunsail 51/4/4 Prem",1,15.24,4,4
"Soulfood",1,12.40,3,2
"Southern Cross",1,13.75,3,2
"Špar",1,11.55,3,2
"South Princess",1,13.00,4,2
"Soyamaje",1,13.10,4,2
"Spalato",1,13.72,4,2
"Special Angel",1,11.75,2,1
"Special one",1,13.55,4,2
"SPEEDLOC",2,11.98,4,2
"Spica",1,15.10,5,3
"PROMETHEE  2",2,13.71,4,4
"Sunsail 53",1,16.15,5,4
"Spirit",1,14.40,4,3
"Spirit",1,15.39,5,4
"SUPERBUS",1,13.72,4,2
"Spirit of Styria",1,12.35,3,2
"Sportski Vuk",1,11.70,3,1
"SPRINGROSE",1,12.35,3,2
"Spritz",1,14.60,4,4
"SPV II",2,15.54,3,4
"SREBRENA II",1,13.10,3,2
"S/Y KING POLYKRATES",1,14.73,4,3
"SRNA",1,15.40,5,3
"STAR",1,13.85,4,2
"Sixtynine",1,12.26,3,1
"STAR CHIARA",1,9.99,2,1
"Star Kiss",1,11.10,3,1
"Starlight",1,13.40,4,2
"Tahiti",2,23.75,0,1
"Sunsail 404 - Premier",2,12.19,4,2
"TAMAJITO",1,11.35,3,2
"Stefanie",1,16.75,5,4
"Stella",1,13.65,4,2
"Stella",1,12.35,3,2
"Stella",1,12.00,3,2
"STELLA",1,10.38,2,1
"Demonio de Tasmania",1,13.10,4,2
"Stella Polaris",1,13.50,3,2
"Alboran Champagne",1,15.75,4,3
"San Giorgio",2,12.80,4,4
"Teck'illa",1,9.80,2,1
"Tecno Sail",1,13.25,3,3
"St.Marina",4,8.20,2,1
"Stone Heaven",4,13.50,3,2
"Storia",1,14.73,3,3
"Stray Cat",2,11.55,3,2
"STRIBOR",1,12.29,3,1
"Stromboli",1,13.95,3,2
"Sturmmoeve",1,11.40,3,1
"Strizh",1,12.30,3,2
"SUCHON",1,13.76,3,2
"SUERTE",1,14.09,4,2
"SULTAN",1,12.26,3,1
"Sumafe 2",1,12.35,3,2
"Sunsail 384/4/2",2,11.58,4,2
"SUMMER DREAM",1,14.60,5,3
"Summer Point",1,14.27,4,3
"Summertime",2,15.84,5,5
"Summertime",2,12.00,4,4
"SUMMERTIME",1,11.47,3,1
"Summer Wind",1,11.20,3,1
"Tetras",1,14.27,4,3
"Sunday Morning",1,9.45,2,1
"SUNDOWNER (Leo)",2,14.33,4,4
"Sun Elli",1,11.75,3,2
"SUNKISS",2,11.43,4,2
"Tia",4,19.60,4,3
"Sun Odyssey36i",1,11.10,3,1
"Sunsail 384/4/2",2,11.58,4,2
"Sun Odyssey 40/3/2",1,12.19,3,2
"SunOdyssey 41DS Classic",1,12.50,2,2
"SUN ODYSSEY 42 DS",1,12.59,3,2
"SUN ODYSSEY 42i",1,12.85,3,2
"SUN ODYSSEY 43",1,13.21,4,2
"SALIERI",1,15.75,4,3
"Sun Odyssey 51.9",1,15.75,5,3
"SUN ODYSSEY 519",1,0.00,5,3
"MESSIAEN",1,15.75,4,3
"Sun Odyssey 54 DS",1,16.75,3,3
"Sunsail 404 - Premier",2,12.19,4,2
"Sun Quillo",2,12.00,3,2
"Sunsail 32i/2/1",1,9.75,2,1
"Sunsail 34/2/1 Prem Plus",,10.36,2,1
"Sunsail 34/2/1 Prem Plus",,10.36,2,1
"Sunsail 34/2/1 Prem Plus",,10.36,2,1
"Sunsail 34/2/1 Prem Plus",,10.36,2,1
"Sunsail 34/2/1 Prem Plus",,10.36,2,1
"Sunsail 34/2/1 Prem Plus",,10.36,2,1
"Sunsail 34/2/1 Prem Plus",,10.36,2,1
"Sunsail 36i/3/1",1,10.97,3,1
"Sunsail 36i/3/1",1,10.97,3,1
"Sunsail 36i/3/1",1,10.97,3,1
"Sunsail 38/3/1 Prem Plus",,10.97,3,1
"Sunsail 38/3/1 Prem Plus",,10.97,3,1
"Sunsail 38/3/1 Prem Plus",,10.97,3,1
"Sunsail 38/3/1 Prem Plus",,10.97,3,1
"Sunsail 38/3/1 Prem Plus",,10.97,3,1
"Sunsail 38/3/1 Prem Plus",,10.97,3,1
"Sunsail 38/3/1 Prem Plus",,10.97,3,1
"Sunsail 38/3/1 Prem Plus",,10.97,3,1
"Sunsail 384/4/2",2,11.58,4,2
"Sunsail 384/4/2",2,11.43,4,2
"Sunsail 404 - Premier",2,12.19,4,2
"Sunsail 404 - Premier",2,12.19,4,2
"Sunsail 404 - Prem Plus",2,12.19,4,2
"Sunsail 404 - Prem Plus",2,12.19,4,2
"Sunsail 404 - Prem Plus",2,12.19,4,2
